resolved_date,issue_id,resolution,description,priority,assignee,assignee_username,created_date,summary,status,mapped_type,type

The user's decision service (kjar) uses classes in another module jar as a library. ContactParam class which is a sub type of IRuleParam interface is in the kjar and IRuleParam interface is in the module jar.
 Also, @JsonTypeInfo(use = Id.CLASS) annotation is given to IRuleParam like below in order for JSON implementation to recognize a given class to Fact1.parameter as a sub type of IRuleParam.
{code:java}
@JsonTypeInfo(use = Id.CLASS)
public interface IRuleParam {
}
{code}
Both classes contained in the module jar and classes in the kjar should be loaded.",Major,Toshiya Kobayashi,,2020-07-27T02:26:01.000-0400,MarshallingException occurs during REST request (JSON) unmarshalling in KIE server.,Resolved,bug,Bug
2020-08-05T02:37:43.000-0400,DROOLS-5542,Done,"Given a rule as such (modified from the standard example):

 
{code:java}
global org.example.drools.service.DummyService dummyService;

rule ""will execute per each Measurement having ID color""
no-loop
when
 Measurement( id == ""color"", $colorVal : val )
 $var1: String() from dummyService.dummy(""a"");
 $var2: String() from dummyService.dummy(""b"");
 $var3: String() from dummyService.dummy(""c"");
 String() from dummyService.dummy($var1, $var2, $var3)
then
 controlSet.add($colorVal);
end{code}
The _org.apache.maven.plugins:maven-compiler-plugin:3.8.0:compile_ fails with:
{code:java}
no suitable method found for from(org.drools.model.Global<org.example.drools.service.DummyService>,org.drools.model.Variable<java.lang.String>,org.drools.model.Variable<java.lang.String>,org.drools.model.Variable<java.lang.String>,rules.PFD.LambdaExtractorFD1FA74D5FA8CFA329D97E34A42287FA)
[ERROR] method org.drools.model.DSL.<T>from(T) is not applicable
[ERROR] (cannot infer type-variable(s) T
[ERROR] (actual and formal argument lists differ in length))
[ERROR] method org.drools.model.DSL.<T>from(org.drools.model.Variable<T>) is not applicable
[ERROR] (cannot infer type-variable(s) T
[ERROR] (actual and formal argument lists differ in length))
[ERROR] method org.drools.model.DSL.<T>from(org.drools.model.functions.Function0<T>) is not applicable
[ERROR] (cannot infer type-variable(s) T
[ERROR] (actual and formal argument lists differ in length))
[ERROR] method org.drools.model.DSL.<T>from(org.drools.model.Variable<T>,org.drools.model.functions.Function1<T,?>) is not applicable
[ERROR] (cannot infer type-variable(s) T
[ERROR] (actual and formal argument lists differ in length))
[ERROR] method org.drools.model.DSL.<A,B>from(org.drools.model.Variable<A>,org.drools.model.Variable<B>,org.drools.model.functions.Function2<A,B,?>) is not applicable
[ERROR] (cannot infer type-variable(s) A,B
[ERROR] (actual and formal argument lists differ in length))
[ERROR] method org.drools.model.DSL.<A,B,C>from(org.drools.model.Variable<A>,org.drools.model.Variable<B>,org.drools.model.Variable<C>,org.drools.model.functions.Function3<A,B,C,?>) is not applicable
[ERROR] (cannot infer type-variable(s) A,B,C
[ERROR] (actual and formal argument lists differ in length)){code}
 

So the DSL.from() cannot accept more than 2 variables.

 ",Major,Luca Molteni,,2020-07-29T10:40:16.000-0400,org.apache.maven.plugins:maven-compiler-plugin fails on the generated model,Resolved,bug,Bug
2020-08-05T02:37:57.000-0400,DROOLS-5549,Done,"Given the example rule below:
{code:java}
import org.example.drools.model.*;
import java.util.Map;
global java.util.Set controlSet;


function String dummyFunction(Map m) {
 return ""test"";
}

rule ""will execute per each Measurement having ID color""
no-loop
when
 Measurement( id == ""color"", $colorVal : val )
 $val: String() from dummyFunction(Map.of($colorVal, ""something""))))
then
 controlSet.add($colorVal);
end{code}
 

compiling the rule with kie-maven-plugin, it throws the error:
{code:java}
...target/generated-sources/drools-model-compiler/main/java/rules/Rules57a04348fad44377b9eacd9bb5741999RuleMethods0.java:[30,117] cannot find symbol
[ERROR] symbol: variable $colorVal
[ERROR] location: class rules.Rules57a04348fad44377b9eacd9bb5741999RuleMethods0{code}
 

Same rule when not pre-compiled runs fine.

 ",Major,Luca Molteni,,2020-07-30T09:39:43.000-0400,Drools model compilation fails when using object builders within method calls,Resolved,bug,Bug
2020-08-05T02:37:51.000-0400,DROOLS-5548,Done,"Given the example rule below (based on the drools example rule)

 
{code:java}
global java.util.Set controlSet;

declare A
 x: String
end

declare B
 a: A
end

function String dummyFunction(B b) {
 return ""test"";
}

rule ""will execute per each Measurement having ID color""
no-loop
when
 Measurement( id == ""color"", $colorVal : val )
 $b: B()
 $val: String() from dummyFunction($b.a)
then
 controlSet.add($colorVal);
end{code}
 

 

When compiling the rule with _kie-maven-plugin_ it fails with :
{noformat}
...target/generated-sources/drools-model-compiler/main/java/rules/Rules5937a2896da74f01bfa36d294bcf0858RuleMethods0.java:[32,107] cannot find symbol
[ERROR] symbol: variable $b
[ERROR] location: class rules.Rules5937a2896da74f01bfa36d294bcf0858RuleMethods0{noformat}
It transpiles and compiles fine with: 
{code:java}
$val: String() from dummyFunction($b){code}
 

This can probably be reproduced on all version. 

It works when the rules are not pre-compiled.",Major,Luca Molteni,,2020-07-30T09:23:29.000-0400,Model compiler cannot generate declaration from a function call,Resolved,bug,Bug
2020-08-05T09:28:08.000-0400,DROOLS-5550,Done,"Given the example rule:
{code:java}
global java.util.Set controlSet;


rule ""will execute per each Measurement having ID color""
salience Salience.NORMAL
no-loop
when
 Measurement( id == ""color"", $colorVal : val )
then
 controlSet.add($colorVal);
end{code}
when compiling the rules, the _org.apache.maven.plugins:maven-compiler-plugin:3.8.0:compile_  throws:
{code:java}
Compilation failure
[ERROR] .../target/generated-sources/drools-model-compiler/main/java/rules/Rules1b5c9512461f45df875fa525fff06227RuleMethods0.java:[28,109] no suitable method found for supply(int)
[ERROR] method org.drools.model.DSL.<A,R>supply(org.drools.model.Variable<A>,org.drools.model.functions.Function1<A,R>) is not applicable
[ERROR] (cannot infer type-variable(s) A,R
[ERROR] (actual and formal argument lists differ in length))
[ERROR] method org.drools.model.DSL.<A,B,R>supply(org.drools.model.Variable<A>,org.drools.model.Variable<B>,org.drools.model.functions.Function2<A,B,R>) is not applicable
[ERROR] (cannot infer type-variable(s) A,B,R
[ERROR] (actual and formal argument lists differ in length)){code}
 

The same rule works fine when the rule is not pre-compiled.",Major,Mario Fusco,,2020-07-30T09:53:10.000-0400,Drools model compiler fails when assigning salience from a static constant,Resolved,bug,Bug
2020-08-05T08:56:54.000-0400,DROOLS-5521,Done,"This issue is caused by DROOLS-5442.

It can be spotted when user start to edit last cell of DMN Decision table row and finish the edit mode by pressing TAB key. It causes an attempt to select next cell of the row and an exception is thrown. See the attached video.

It can be also spotted when editing last cell of Guided Decision Table or Test Scenario

h3. Acceptance criteria
Check pressing TAB when edit mode of last cell is active for:
- Guided Decision Table
- Test Scenario
- DMN Decision Table
- DMN Relation
- DMN Context
- DMN Function
- DMN Literal Expression
- DMN List",Major,Jozef Marko,,2020-07-22T07:53:39.000-0400,OutOfBound Exception for last Table cell,Resolved,bug,Bug
2020-08-03T11:34:29.000-0400,DROOLS-5543,Duplicate Issue,"Pressing <tab> to exit a cell in a Guided Decision Table throws a client-side exception.

See the attached screenshot. Pressing <tab> in the {{Fred}} cell throws the exception.

Clicking outside of it (to loose focus) is OK.",Major,Jozef Marko,,2020-07-29T10:49:49.000-0400,[Guided Decision Table Editor] Pressing <tab> to exit cell throws client-side exception,Closed,bug,Bug
2020-08-04T03:55:55.000-0400,DROOLS-2638,Won't Fix,"https://github.com/kiegroup/kie-wb-common/pull/1890

@Rikkola The issue reported in the JIRA seem to be resolved; however I noticed (given an enumeration defined as Person.name: ['a', '""b, c""', 'd']) that the generated DRL is Person( name == ""b, c"" ) whereas should it be Person( name == ""\""b, c\"""" )? Closing and re-opening the decision table keeps the correct values selected in the table. I also tried defining the BRL fragment to use a literal value for the enumeration and this gave the same results (DRL possibly incorrect, but re-opening and editing the column was OK).

I also checked Guided Rules and the DRL is equally wrong however re-opening the rule also led to the wrong enumeration value being selected in the editor (it selected the first option by default) and the DRL showing the same (i.e. I set it to ""b, c"" and re-opening the file selected a).",Major,Toni Rikkola,,2018-06-15T13:44:19.000-0400,Enumerations drop quotes when double quotes are used,Closed,bug,Bug
2020-08-03T10:48:41.000-0400,DROOLS-5457,Done,The upload first creates an empty file and then streams the content into the file. These is a gap where indexing can start before content is in place.,Major,Toni Rikkola,,2020-06-26T05:41:58.000-0400,XLS Decision table: File indexed before content is saved,Resolved,bug,Bug
2020-08-03T12:01:34.000-0400,DROOLS-5545,Done,"Drls no longer built.

Give the rule:

 
{code:java}
package rules;

import org.example.drools.model.*;

import org.apache.commons.lang3.StringUtils;

global java.util.Set controlSet;

rule ""will execute per each Measurement having ID color""
no-loop
when
 Measurement( id == ""color"", $colorVal : val );
then
 controlSet.add($colorVal);
end

rule ""will execute per each Measurement having ID color #2""
no-loop
when
 Measurement( !(StringUtils.isNotBlank(id)), $colorVal : val );
then
 controlSet.add($colorVal);
end

rule ""will execute per each Measurement having ID color #3""
no-loop
when
 Measurement( !(id != ""color""), $colorVal : val );
then
 controlSet.add($colorVal);
end{code}
When the engine starts it throws:
{code:java}
StringIndexOutOfBounds begin 0, end -1, length 18{code}
Commenting out the last rule, it works.",Major,Mario Fusco,,2020-07-29T11:36:55.000-0400,Cannot create KieBase - StringIndexOutOfBounds ,Resolved,bug,Bug
2020-08-04T05:19:30.000-0400,DROOLS-5553,Done,"Since the method getMetadata in DMNContextFPAImpl is returning every time a new object, the consumer that is setting a property in the metadata (like the kogito tracing addon that is storing the execution id) can not retrieve it back. ",Major,Jacopo Rota,,2020-07-30T12:41:05.000-0400,In DMNContextFPAImpl getMetadata returns always a new object,Resolved,bug,Bug
2020-08-03T11:49:24.000-0400,DROOLS-2722,Won't Fix,"*Problem:*
When the list of properties/attributes in a particular model are huge (more than 20), not able to drag the last property of the model to the decision tree after scrolling down to the page where the property reside.

*Steps to Reproduce:*
* Refer to the attached file “unable to drag model to decision tree.gif”
* Expand all the model in the Guided Decision Trees
* Unable to drag and add the bottom property to the decision 

*Expected Result:*
Just suggestion, screen should scroll to the top where the decision tree resides when drag toward to the decision tree, or the split the model and decision tree to two different section with different scroll bar.

*Justification:*
Having more than 20 properties/attributes under a model such as applicant / customer is common in the banking section for rule check. Even the decision tree is not officially released, everything works fantastic except this critical feature which prevent us from using it. 
",Major,Toni Rikkola,,2018-07-11T07:45:42.000-0400,[Guided Decision Tree] Unable to drag model to Decision tree when the model is huge,Closed,bug,Bug
2020-07-31T05:19:30.000-0400,DROOLS-5489,Done,"Reproducer: https://github.com/tarilabs/reproducer20200430

To reproduce:
{code}
mvn clean compile -X
{code}

Example:
 !image-2020-04-30-16-32-07-591.png! ",Major,Luca Molteni,,2020-07-06T07:56:34.000-0400,Support dmn-validation project with the executable model,Resolved,bug,Bug
2020-08-01T04:10:22.000-0400,DROOLS-5544,Done,"When rules are compiled using _kie-maven-compile_, the event handlers implementing 

_RuleRuntimeEventListener_ no longer have the rule that triggered them set (_ObjectInsertedEvent.getRule()_ is null) . 

 

 
{code:java}
public class MyListener implements RuleFactEventListener {

@Override
public void objectInserted(final ObjectInsertedEvent event) {
 System.out.println(event.getRule()); // Throws exception
}
{code}
 

 

It only happens when the compiler plugin is invoked. If the rules are used as such, the event is properly set.

 ",Major,Mario Fusco,,2020-07-29T11:01:25.000-0400,RuleRuntimeEventListener not containing the rule that triggered it when rules are compiled,Resolved,bug,Bug
2020-07-31T04:10:01.000-0400,DROOLS-5546,Done,"Reproducer
{code:java}
 @Test
public void testAccumulateWithManyBindings() {
    String str =
            ""import "" + Person.class.getCanonicalName() + "";\n"" +
            ""rule R when\n"" +
            ""  accumulate (\n"" +
            ""       Person($age : age, $name : name), $max : max( $name.length() ) "" +
            ""         )"" +
            ""then\n"" +
            ""  insert($max);\n"" +
            ""end"";

    KieSession ksession = getKieSession( str );

    ksession.insert( new Person( ""Mario"", 40 ) );
    ksession.insert( new Person( ""Mark"", 40 ) );
    ksession.insert( new Person( ""Luca"", 40 ) );

    ksession.fireAllRules();

    List<Number> results = getObjectsIntoList(ksession, Number.class);
    assertEquals(1, results.size());
    assertEquals(5, results.get(0).intValue());
}{code}",Major,Mario Fusco,,2020-07-30T05:26:46.000-0400,An accumulate with more than one binding is wrongly generated in the executable model,Resolved,bug,Bug
2020-07-31T05:19:15.000-0400,DROOLS-5536,Done,"Reproducer
{code:java}
@Test
public void testNotWithDereferencingConstraint() {
    final String drl1 =
            ""package org.drools.compiler\n"" +
            ""import "" + Person.class.getCanonicalName() + "";\n"" +
            ""rule R when\n"" +
            ""  $p: Person( $name : name )\n"" +
            ""  not Person( name.length == $name.length )\n"" +
            ""then\n"" +
            ""end\n"";

    KieSession ksession = getKieSession( drl1 );

    ksession.insert( new Person(""test"", 18) );
    assertEquals( 0, ksession.fireAllRules() );
} {code}",Major,Luca Molteni,,2020-07-28T03:08:19.000-0400,Not pattern dereferencing a variable in a constraint is wrongly evaluated using the executable model,Resolved,bug,Bug
2020-07-30T10:30:55.000-0400,DROOLS-5477,Done,None,Major,Luca Molteni,,2020-07-03T05:53:47.000-0400,Support instance of in the same way as Legacy Drools,Resolved,bug,Bug
2020-07-30T12:10:28.000-0400,DROOLS-5547,Done,None,Major,Mario Fusco,,2020-07-30T06:11:44.000-0400,Incremental compilation from an empty project fails with an UnsupportedOperationException,Resolved,bug,Bug
2020-07-30T06:38:36.000-0400,DROOLS-5541,Duplicate Issue,None,Major,Daniele Zonca,,2020-07-29T05:37:06.000-0400,Exception thrown after creating a DMN File on a new Project,Resolved,bug,Bug
2020-06-30T11:16:24.000-0400,DROOLS-5332,Done,"Using the referenced file:
https://kiegroup.github.io/kogito-online/?file=https://gist.githubusercontent.com/r00ta/89e8688889a36e16d74789cf3bb92565/raw/ba345e57efef37b4d180dd725cebeb80b5e214b6/fraud.dmn#/editor/dmn

The User is unable to edit the Business Knowledge Model nodes for the following nodes:
- Risk Rating for Last Transaction Amount
- Risk Rating for last 24 hours Transactions

The {{kogito-tooling}} version reports the following to the console.
{code}
Error: JavaScriptException: (TypeError) : Cannot read property 'd' of null
    at Xys (/kogito-online/org.kie.workbench.common.dmn.showcase.DMNKogitoRuntimeWebapp-0.js:30330)
    at tes.a6r [as FW] (/kogito-online/org.kie.workbench.common.dmn.showcase.DMNKogitoRuntimeWebapp-0.js:31966)
    at Ist (/kogito-online/org.kie.workbench.common.dmn.showcase.DMNKogitoRuntimeWebapp-0.js:27657)
    at ntt.ptt [as yW] (/kogito-online/org.kie.workbench.common.dmn.showcase.DMNKogitoRuntimeWebapp-0.js:31973)
    at Q4r (/kogito-online/org.kie.workbench.common.dmn.showcase.DMNKogitoRuntimeWebapp-0.js:29779)
    at roy.soy [as J7] (/kogito-online/org.kie.workbench.common.dmn.showcase.DMNKogitoRuntimeWebapp-0.js:31999)
    at _Vr (/kogito-online/org.kie.workbench.common.dmn.showcase.DMNKogitoRuntimeWebapp-0.js:13043)
{code}
Sorry I have no debugged myself further.

h3. Acceptance criteria:
- Open BKM editor on business central
- VS Code
- Online editor
- Desktop app
- Github extension
- Check the Documentation tab can be viewed too",Major,Valentino Pellegrino,,2020-05-14T11:11:08.000-0400,[DMN Designer] Unable to open BKM editor ,Resolved,bug,Bug
2020-06-15T07:56:00.000-0400,DROOLS-5391,Done,"When calling from DMN(BKM) an external static Java function,
and the java function parameters type is coming from an external (maven) dependencies,
the classloader used to resolve the type is not always the correct one.

This JIRA fixes this problem",Major,Matteo Mortari,,2020-05-31T06:10:35.000-0400,DMN external Java fn parameter resolution,Resolved,bug,Bug
2020-07-03T08:04:22.000-0400,DROOLS-5288,Done,"Reproducer: https://github.com/tarilabs/reproducer20200430

To reproduce:
{code}
mvn clean compile -X
{code}

Example:
 !image-2020-04-30-16-32-07-591.png! ",Major,Luca Molteni,,2020-04-30T10:32:20.000-0400,Execution default-generateModel ... failed: Scope expression for ... is not present!,Resolved,bug,Bug
2020-06-16T08:20:20.000-0400,DROOLS-3799,Done,"Check that i18n works for all widgets (menu, rightpanel, cheatsheet, etc) and eventually fix it.",Major,Yeser Amer,,2019-03-27T11:18:08.000-0400,Check and fix i18n,Resolved,bug,Bug
2020-07-24T01:57:07.000-0400,DROOLS-5317,Done,None,Major,Yeser Amer,,2020-05-11T10:23:48.000-0400,Scenario Simulation shows misleading data type if DMN applies a constraint,Resolved,bug,Bug
2020-06-15T08:46:41.000-0400,DROOLS-5229,Done,"The attached DMN decision project was built using Business Central 7.34.0.Final.  In this project, the dmn model `Math Functions.dmn` invokes business knowledge model `Quotient` from dmn model `Divide.dmn`. Invoking the ValidateDMN mojo (enabled by default) from the kie-maven-plugin fails XML Validation. One can get past this error by disabling DMNValidation with the following configuration in the pom (though disabling DMNValidation for an XML Schema validation also prevents finding FEEL parser errors):
```
  <build>
    <plugins>
      <plugin>
        <groupId>org.kie</groupId>
        <artifactId>kie-maven-plugin</artifactId>
        <version>7.34.0.Final</version>
        <extensions>true</extensions>
        <!-- Can get past xml validation error by disabling the ValidateDMN Mojo -->
        <configuration>
          <validateDMN>disabled</validateDMN>
        </configuration>
      </plugin>
    </plugins>
  </build>
```
When one combines the two dmn models into a single model, the XML Validation succeeds (this example is not supplied, but is trivial to re-build).",Major,Guilherme Gomes,,2020-04-08T12:29:25.000-0400,DMNValidate mojo fails XMLSchema validation with included models,Resolved,bug,Bug
2020-06-19T06:47:31.000-0400,DROOLS-5291,Done,"If user generate a scesim file using vs code extention it is not comparable with BC.
Use Vscode generated files [^Traffic.zip] 
",Minor,Yeser Amer,,2020-04-17T10:43:36.000-0400,Import of empty scesim file leads to Unexpected error,Resolved,bug,Bug
2020-06-15T10:36:40.000-0400,DROOLS-5423,Done,"Kie-pmml-new is broken when running under Java 11.

This is due to the missing jaxb api/implementations.

Solution should be to add a java-11 profile inside kie-pmml-compiler-commons/pom.xml

 
{code:java}
// <profiles>
  <profile>
    <id>java11-pmml</id>
    <activation>
      <jdk>[11,)</jdk>
    </activation>
    <properties>
      <jaxb.api.version>2.3.2</jaxb.api.version>
    </properties>
    <dependencies>
        <dependency>
      <groupId>org.jboss.spec.javax.xml.bind</groupId>
      <artifactId>jboss-jaxb-api_2.3_spec</artifactId>
    </dependency>
     <dependency>
      <groupId>org.glassfish.jaxb</groupId>
      <artifactId>jaxb-runtime</artifactId>
    </dependency>
    </dependencies>
  </profile>
</profiles>
{code}",Critical,Gabriele Cardosi,,2020-06-09T12:01:35.000-0400,Fix java 11 usage with kie-pmml-new,Closed,bug,Bug
2020-06-25T00:40:31.000-0400,DROOLS-3426,Won't Do,The search box for data types contains two crosses on Edge. See the attachement.,Optional,Daniel José dos Santos,,2018-12-12T06:41:44.000-0500,[DMN Designer] [Edge] Two crosses in search fields,Closed,bug,Bug
2020-07-17T03:54:08.000-0400,DROOLS-5419,Done,"Defect: If user renames Guided rules used in Test Scenario, then coverage report shows both original and renamed versions.
See  [^renamed.webm] ",Major,Toni Rikkola,,2020-06-08T10:58:46.000-0400,Scenario Coverage Report counts and shows previous names of renamed rules,Resolved,bug,Bug
2020-06-25T00:41:14.000-0400,DROOLS-3125,Won't Do,"If user tries to cancel data type edit operation, the unexpected error dialog appears and contains this error message:
*Uncaught exception: Exception caught: (Error) : Could not complete the operation due to error 800a025e. Caused by: (Error) : Could not complete the operation due to error 800a025e.*

Occurs just on Microsoft Edge",Major,Daniel José dos Santos,,2018-10-12T04:44:25.000-0400,[DMN Designer][Edge] Cancel data type edit operation throws an error,Closed,bug,Bug
2020-07-07T14:23:54.000-0400,DROOLS-3084,Done,"The expand/collapse feature is not keeping the state after a data type update. See:
 !DROOLS-3084-steps.gif|thumbnail! 
",Minor,Guilherme Gomes,,2018-10-05T18:34:14.000-0400,[DMN Designer] Data Types - The expand/collapse feature is not keeping the state after a data type update,Closed,bug,Bug
2020-07-10T13:58:22.000-0400,DROOLS-5384,Done,"When I import Traffic_Violation sample, opened a ""Fine"" decision table. The rightmost column's header is empty (""Enter Text"") and I get an error pop-up when clicked. (At the first time, it raises an error popup. After that, the header is unresponsive)

See screenshot.

Chrome 80.0.3987.122 
Firefox 60.6.2

h3. Acceptance criteria
- DMN grids are not affected
- GDST grid is unaffected
- Scesim grid is unaffected",Major,Daniel José dos Santos,,2020-05-27T06:45:41.000-0400,Clicking rightmost column's header in DMN decision table raises an error,Resolved,bug,Bug
2020-07-08T01:17:43.000-0400,DROOLS-3271,Cannot Reproduce,"Reported by [~tirelli]
{quote}
When I accidentally double clicked on a connector action in the DRD, I got a bunch of error messages on the screen.
{quote}",Minor,Guilherme Gomes,,2018-11-07T04:45:41.000-0500,[DMN Designer] Double-clicking connectors in DRD throws exceptions,Closed,bug,Bug
2020-07-14T09:51:49.000-0400,DROOLS-5262,Done,"When you delete java.lang.Number from project's imports in the business central and you create some asset in this project, java.lang.Number is still present in External imports of the created asset.",Optional,Jozef Marko,,2020-04-21T08:07:00.000-0400,java.lang.Number import remains in the list of imports after deletion,Resolved,bug,Bug
2020-06-15T03:14:55.000-0400,DROOLS-5409,Done,None,Major,Alessandro Costa,,2020-06-04T03:24:49.000-0400,AfterInvokeBKMEvent fired by DMN runtime doesn't contain metadata,Resolved,bug,Bug
2020-06-19T06:47:24.000-0400,DROOLS-5223,Done,"If user import Scesim file that have xml tag unclosed, 
then user gets warning, but loading popup is not disappearing 
and user cannot proceed. ",Major,Yeser Amer,,2020-04-06T11:16:31.000-0400,User cannot open malformed scesim file. Loading popup is spining infinitive times,Resolved,bug,Bug
2020-06-23T02:05:40.000-0400,DROOLS-5079,Explained,"it gives a compile error.
['one','two','something with a ' in its name','four']",Major,Guilherme Gomes,,2020-02-19T04:23:20.000-0500,enumeration in business central doens't handle well items with a ' in it,Closed,bug,Bug
2020-07-28T10:52:38.000-0400,DROOLS-5509,Duplicate,None,Major,Toni Rikkola,,2020-07-15T09:27:37.000-0400,Date field in Guided rule template is not displaying correct date,Closed,bug,Bug
2020-07-24T09:02:16.000-0400,DROOLS-5531,Done,None,Major,Mario Fusco,,2020-07-24T08:58:17.000-0400,Generation of executable model for large rule bases fail for a missing import,Resolved,bug,Bug
2020-07-21T09:51:55.000-0400,DROOLS-5507,Done,Issues needing fixing. ,Major,Toni Rikkola,,2020-07-14T12:35:42.000-0400,Converting excel spreadsheet to guided decision table causes an exception,Resolved,bug,Bug
2020-07-20T12:25:42.000-0400,DROOLS-5514,Done,None,Major,Mario Fusco,,2020-07-17T11:49:34.000-0400,Wrong behavior of @watch() annotation in property reactivity when excluding all but one property,Resolved,bug,Bug
2020-07-20T02:43:44.000-0400,DROOLS-5515,Out of Date,"[htt|https://docs.drools.org/5.2.0.Final/drools-expert-docs/html_single/???#d0e6150] [ps://docs.drools.org/5.2.0.Final/drools-expert-docs/html_single/???#d0e6150|https://docs.drools.org/5.2.0.Final/drools-expert-docs/html_single/???#d0e6150]

 

document ends with Chapter 5.8 but should have lots more.",Minor,Mario Fusco,,2020-07-17T17:06:50.000-0400,"Document Ends with Chapter 5.8, should have more",Resolved,bug,Bug
2020-07-15T12:40:02.000-0400,DROOLS-5494,Done,"Using Drools version 7.33.0.Final as well as 7.33.0.Final-redhat-00002.

When trying to upload an Excel Spreadsheet of type .xlsx I am getting a lot of error trying to upload the file. I am able to import the Excel file via the import Asset button, but not by using the ""Add Asset"" button and adding a new Spreadsheet asset and then uploading the Excel file.

So I am using OpenJDK 11.0.7 and I think that is the reason for the errors.

There are a lot of issues with the libraries from org.apache.poi version 3.17 (e.g. poi-3.17.jar, poi-ooxml-3.17.jar and poi-ooxml-schemas-3.17.jar) which are all part of the drools or decision-central war file. Using OpenJDK you have to use at least version 4.1.1 and update a few other dependancies like commons-compress-1.19.jar and xmlbeans-3.1.0.jar to get it to work.

 

I do not have a specific excel spreadsheet, but any spreadsheet of type .xlsx will cause the error when trying to upload it.",Major,Mario Fusco,,2020-07-07T19:09:02.000-0400,Uploading Excel Spreadsheets using OpenJDK 11,Resolved,bug,Bug
