resolved_date,issue_id,resolution,description,priority,assignee,assignee_username,created_date,summary,status,mapped_type,type
2012-09-20T18:51:47.000+0000,DERBY-5614,Fixed,"Inserting into a global temporary table (GTT) while selecting data from a VTI fails with a NullPointerException:

Caused by: java.lang.NullPointerException
        at org.apache.derby.impl.sql.execute.WriteCursorConstantAction.getEmptyHeapRow(WriteCursorConstantAction.java:324)
        at org.apache.derby.impl.sql.execute.InsertResultSet.bulkInsertCore(InsertResultSet.java:1209)
        at org.apache.derby.impl.sql.execute.InsertResultSet.open(InsertResultSet.java:466)
        at org.apache.derby.impl.sql.GenericPreparedStatement.executeStmt(GenericPreparedStatement.java:443)
        at org.apache.derby.impl.sql.GenericPreparedStatement.execute(GenericPreparedStatement.java:324)
        at org.apache.derby.impl.jdbc.EmbedStatement.executeStatement(EmbedStatement.java:1242)
        ... 6 more

Investigation exposed the fact that bulk insert doesn't support a GTT as the target, and further that Derby enables bulk insert when the source is a VTI.",Major,Kristian Waagan,,2012-02-14T14:43:19.000+0000,NullPointerException with INSERT INTO [global temporary table] SELECT ... FROM [VTI],Closed,bug,Bug
2012-10-01T14:41:04.000+0000,DERBY-5561,Fixed,"There are race conditions with checkForNullPhysicalConnection calls in LogicalConnection.  checkForNullPhysicalConnection is not synchronized and it checks for the member ""phsyicalConnection"" which can be cleared by ""nullPhsyicalConnection"" (which is synchronized) and ""close"" (which is synchronized) and ""closeWithoutRecyclingToPool"" (which is synchronized).

This affects ""nativeSQL"", ""getAutoCommit"", ""getTransactionIsolation"", ""getWarnings"", ""isReadOnly"", ""getCatalog"", ""getTypeMap"", ""createStatement"", ""prepareCall"", ""prepareStatement"", ""setHoldability"", ""getHoldability"", ""setSavePoint"", ""rollBack"", ""releaseSavePoint"", ""getSchema"", ""setSchema"".

All of these call ""checkForNullPhysicalConnection"" and then use the member ""physicalConnection"" after that call returns.  Because these methods are not synchronized, between the time ""checkForNullPhysicalConnectoin"" returns and ""physicalConnection"" is used, the ""physicalConnection"" member could be set to null and then a NPE occurs.

Probably all of these methods should be changed to synchronized.",Major,Kristian Waagan,,2011-12-28T15:26:51.000+0000,Race conditions in LogicalConnection checking for a null physical connection,Closed,bug,Bug
2012-11-06T10:24:27.000+0000,DERBY-5795,Fixed,"The documentation that is bundled with the Derby releases does not include the three .css stylesheets that are copied into the out/<manual-name> directory by the Ant task that builds the HTML files. These need to be included in the docs/html/<manual-name> directories for the releases.

I believe this problem has existed from the beginning -- it certainly goes back several releases. ",Minor,Richard N. Hillegas,,2012-06-01T17:13:50.000+0000,Documentation in release doesn't include stylesheets,Closed,bug,Bug
2012-10-17T15:49:13.000+0000,DERBY-5918,Fixed,"You can't use CREATE TABLE AS SELECT from a table with a BOOLEAN column. This limitation was put in when CREATE TABLE AS SELECT was added. At that time you could not create user tables with BOOLEAN columns and we did not want people to be able to subvert that restriction by using CREATE TABLE AS SELECT from a system table with BOOLEAN columns. The following script shows this problem:

connect 'jdbc:derby:memory:db;create=true';

create table t1( a int );
create table t2( a boolean );

create table t3 as select * from t1 with no data;
create table t4 as select * from t2 with no data;
",Major,Richard N. Hillegas,,2012-09-06T17:41:44.000+0000,CREATE TABLE AS SELECT doesn't work on tables with BOOLEAN columns,Closed,bug,Bug
2012-10-15T14:51:08.000+0000,DERBY-5938,Fixed,"The documentation says that Derby works with Java 1.4.2. This is not true on trunk, as support for Java 1.4.2 is removed for Derby 10.10. A quick search came up with these places that need change:

* Getting started guide:

http://db.apache.org/derby/docs/dev/getstart/tgssetupverify.html
http://db.apache.org/derby/docs/dev/getstart/cgstutorialintro.html
http://db.apache.org/derby/docs/dev/getstart/tgssetupjavaenvir.html
http://db.apache.org/derby/docs/dev/getstart/cgsintsr.html

Need to change the above topics to say that you need JDK 1.5 or later installed to run the examples.

* Developer's guide:

http://db.apache.org/derby/docs/dev/devguide/rdevconcepts713.html

The cell for the combination Multi-User/Embedded mentions potential multi-boot problems in pre-1.4 JVMs. Derby doesn't run on pre-1.4 JVMs anymore (and hasn't done for a long time). However, the multi-boot problem is present on CDC/FP 1.1, which is still a supported platform, so maybe we should change ""pre-1.4"" to ""J2ME"" (or however we usually refer to that platform in the docs).

* Admin guide:

http://db.apache.org/derby/docs/dev/adminguide/cadminappsthenetworkserverandjvms.html

Should say that the server is compatible with Java 5 and above.

* Tools guide:

http://db.apache.org/derby/docs/dev/tools/ctools1003034.html

Although it's technically correct that the tools do run on Java 1.4, it's not possible to access a Derby database with them on Java 1.4 in any supported way (unsupported way: use derbytools.jar from 10.10 and derby.jar from 10.9). So we should change this topic to say Java 5 and above, perhaps also mentioning CDC/Foundation Profile 1.1.",Major,Camilla Haase,,2012-09-26T10:10:59.000+0000,Documentation says Derby works with Java 1.4.2,Closed,bug,Bug
2013-01-24T16:39:01.000+0000,DERBY-5885,Fixed,"In most Derby messages, arguments appear in ascending order. That is, {0} occurs in the message first, then {1}, then {2}, and so on. Sometimes, however, arguments occur out of sequence. When this happens, the names in the <arg> sub-elements may not agree with the order that the arguments actually occur in the message. This causes MessageBuilder to garble the dita source for the Reference Guide page titled ""SQL error messages and exceptions"".

For instance, here is the messages.xml element for SQLState 22014:

            <msg>
                <name>22014</name>
                <text>The start position for LOCATE is invalid; it must be a positive integer. The index  to start the search from is '{2}'.  The string to search for is '{0}'.  The string to search from is '{1}'. </text>
                <arg>startIndex</arg>
                <arg>searchString</arg>
                <arg>fromString</arg>
            </msg>

This gives rise to the following garbled text in the generated reference guide page:

""The start position for LOCATE is invalid; it must be a positive integer. The index to start the search from is '<fromString>'. The string to search for is '<startIndex>'. The string to search from is '<searchString>'. ""

We should re-order the <arg> sub-elements so that the first <arg> sub-lement corresponds to {0}, the second <arg> sub-element corresponds to {1}, and so on.",Major,Richard N. Hillegas,,2012-07-26T19:25:51.000+0000,The order of argument names in messages.xml is sometimes wrong when the arguments occur in the message out of sequence.,Closed,bug,Bug
2012-12-17T10:50:39.000+0000,DERBY-5894,Fixed,"Saw this while running OnlineBackupTest1 trying to repro DERBY-973.

ERROR 38000: The exception 'java.lang.NullPointerException' was thrown while evaluating an expression.
        at org.apache.derby.iapi.error.StandardException.newException(StandardException.java:288)
        at org.apache.derby.iapi.error.StandardException.unexpectedUserException(StandardException.java:575)
        at org.apache.derby.impl.services.reflect.ReflectMethod.invoke(ReflectMethod.java:63)
        at org.apache.derby.impl.sql.execute.CallStatementResultSet.open(CallStatementResultSet.java:75)
        at org.apache.derby.impl.sql.GenericPreparedStatement.executeStmt(GenericPreparedStatement.java:443)
        at org.apache.derby.impl.sql.GenericPreparedStatement.execute(GenericPreparedStatement.java:324)
        at org.apache.derby.impl.jdbc.EmbedStatement.executeStatement(EmbedStatement.java:1242)
        at org.apache.derby.impl.jdbc.EmbedPreparedStatement.executeStatement(EmbedPreparedStatement.java:1715)
        at org.apache.derby.impl.jdbc.EmbedCallableStatement.executeStatement(EmbedCallableStatement.java:118)
        at org.apache.derby.impl.jdbc.EmbedPreparedStatement.execute(EmbedPreparedStatement.java:1370)
        at org.apache.derbyTesting.functionTests.tests.store.OnlineBackup.performBackup(OnlineBackup.java:89)
        at org.apache.derbyTesting.functionTests.tests.store.OnlineBackup.run(OnlineBackup.java:60)
        at java.lang.Thread.run(Thread.java:637)
Caused by: java.lang.NullPointerException
        at java.util.Hashtable.put(Hashtable.java:401)
        at org.apache.derby.impl.store.raw.data.BaseDataFileFactory.stubFileToRemoveAfterCheckPoint(BaseDataFileFactory.java:1613)
        at org.apache.derby.impl.store.raw.data.RAFContainer.run(RAFContainer.java:1651)
        at java.security.AccessController.doPrivileged(Native Method)
        at org.apache.derby.impl.store.raw.data.RAFContainer.backupContainer(RAFContainer.java:983)
        at org.apache.derby.impl.store.raw.data.BaseContainerHandle.backupContainer(BaseContainerHandle.java:1031)
        at org.apache.derby.impl.store.raw.data.BaseDataFileFactory.backupDataFiles(BaseDataFileFactory.java:2466)
        at org.apache.derby.impl.store.raw.RawStore.backup(RawStore.java:978)
        at org.apache.derby.impl.store.raw.RawStore.backup(RawStore.java:649)
        at org.apache.derby.impl.store.access.RAMAccessManager.backup(RAMAccessManager.java:964)
        at org.apache.derby.impl.db.BasicDatabase.backup(BasicDatabase.java:430)
        at org.apache.derby.catalog.SystemProcedures.SYSCS_BACKUP_DATABASE(SystemProcedures.java:961)
        at org.apache.derby.exe.acf33d40c7x0138x6d7cx6df3x0000720ad17b0.g0(Unknown Source)
        at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
        at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:39)
        at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:25)
        at java.lang.reflect.Method.invoke(Method.java:592)
        at org.apache.derby.impl.services.reflect.ReflectMethod.invoke(ReflectMethod.java:46)
        ... 10 more
",Major,Knut Anders Hatlen,,2012-08-06T22:42:58.000+0000,NPE in OnlineBackupTest1 while backing up in stubFileToRemoveAfterCheckPoint,Closed,bug,Bug
2013-02-04T10:39:16.000+0000,DERBY-5933,Fixed,"Hello 
I have a simple database with 100 records.
I am running a SQL query from Netbeans GUI though JDBC

This query was generated by Hibernate ORM.

In certain circumstances the result rowset is not sorting.

When I use  condition morefld2_.mf_id in (5) the result is unsortable.
When I use  condition morefld2_.mf_id in (5,0) the result is sorting properly.
    
 ",Major,Dag H. Wanvik,,2012-09-20T12:29:55.000+0000,SQL sorting error,Closed,bug,Bug
2012-10-08T21:50:54.000+0000,DERBY-5916,Fixed," I got a report of the exception below trying to connect to  database with absolute path and network server and the database name attribute.  I haven't gotten  information  on the derby version or  platform, Below is the url I received with some characters replaced.


ij> connect 'jdbc:derby://localhost:1527/;databaseName=/home/uxxxx/Installs/hxxx_ext/mxxxxxxxx_db;create=true' ;


 java.lang.NullPointerException
        at org.apache.derby.impl.store.raw.data.BaseDataFileFactory.stop(Unknown Source)
        at org.apache.derby.impl.services.monitor.TopService.stop(Unknown Source)
        at org.apache.derby.impl.services.monitor.TopService.shutdown(Unknown Source)
        at org.apache.derby.impl.services.monitor.BaseMonitor.bootService(Unknown Source)
        at org.apache.derby.impl.services.monitor.BaseMonitor.startProviderService(Unknown Source)
        at org.apache.derby.impl.services.monitor.BaseMonitor.findProviderAndStartService(Unknown Source)
        at org.apache.derby.impl.services.monitor.BaseMonitor.startPersistentService(Unknown Source)
        at org.apache.derby.iapi.services.monitor.Monitor.startPersistentService(Unknown Source)
        at org.apache.derby.impl.jdbc.EmbedConnection.bootDatabase(Unknown Source)
        at org.apache.derby.impl.jdbc.EmbedConnection.<init>(Unknown Source)
        at org.apache.derby.jdbc.Driver40.getNewEmbedConnection(Unknown Source)
        at org.apache.derby.jdbc.InternalDriver.connect(Unknown Source)
        at org.apache.derby.jdbc.AutoloadedDriver.connect(Unknown Source)
        at org.apache.derby.impl.drda.Database.makeConnection(Unknown Source)
        at org.apache.derby.impl.drda.DRDAConnThread.getConnFromDatabaseName(Unknown Source)
        at org.apache.derby.impl.drda.DRDAConnThread.verifyUserIdPassword(Unknown Source)
        at org.apache.derby.impl.drda.DRDAConnThread.parseSECCHK(Unknown Source)
        at org.apache.derby.impl.drda.DRDAConnThread.parseDRDAConnection(Unknown Source)
        at org.apache.derby.impl.drda.DRDAConnThread.processCommands(Unknown Source)
        at org.apache.derby.impl.drda.DRDAConnThread.run(Unknown Source)
Cleanup action completed
2012-08-31 22:41:09.216 GMT Thread[DRDAConnThread_10,5,main] (DATABASE = ), (DRDAID = {1}), Java exception: ': java.lang.NullPointerException'.

I wanted to go ahead and file it even without much information as I noticed there was a similar issue reported on the list but never filed:
http://old.nabble.com/Random-DRDA-Error-on-IBM-J9-JVM-td33532717.html#a33532717
",Major,Mamta A. Satoor,,2012-09-01T04:16:09.000+0000,java.lang.NullPointerException org.apache.derby.impl.store.raw.data.BaseDataFileFactory.stop() connecting to network server,Closed,bug,Bug
2012-10-16T19:41:47.000+0000,DERBY-5937,Fixed,"As part of our use of derby replication, we shut the slave down if we detect reachability issues with the master. Normally we shut it down, and bring it back up as a regular database in read-only mode.  Then when the master can, it tries to push a fresh copy back to the slave system. However, during the failover=true shutdown on the slave, the log file  "".../name/log/log1.dat"" is still open. 

Because of this open file, at least on Windows, it's impossible to move the database file out of the way, and to install a fresh copy from the master.",Major,Knut Anders Hatlen,,2012-09-24T20:54:04.000+0000,File handle is leaked when a Slave replication is shutdown with failover=true,Closed,bug,Bug
2014-02-20T16:53:21.000+0000,DERBY-6473,Fixed,"Four subsubprotocols are listed in http://db.apache.org/derby/docs/10.10/devguide/cdevdvlp17453.html (Derby JDBC database connection URL), but only three in http://db.apache.org/derby/docs/10.10/ref/rrefjdbc37352.html (Syntax of database connection URLs for applications with embedded databases), which was apparently not updated when we documented in-memory databases. The Reference Manual should be corrected.

Since reference information really belongs in the Reference Manual and duplicate information is hard to maintain, it would probably be a good idea to correct the syntax information in the reference manual topic, remove it from the Developer's Guide topic, and point Developer's Guide readers to the Reference Manual. I'll plan on doing this unless I hear otherwise.",Minor,Camilla Haase,,2014-02-07T21:17:50.000+0000,Manuals are inconsistent in subsubprotocol information,Closed,bug,Bug
2014-03-13T15:51:44.000+0000,DERBY-6478,Fixed,"Knut Anders Hatlen pointed out the following in his review of a patch for DERBY-6236:

""One little inaccuracy in the changed text (existing problem, not introduced by the patch): It seems to imply that only the basic data sources work on Compact Profile 3. That is not the case. The ordinary data sources are supported on CP3. Only CP2 lacks the necessary classes (javax.naming.*) and need the basic data sources. (The basic data sources do work on CP3, though, so it's not a problem if applications choose to use them if they don't need the extra functionality of the ordinary data sources.)""

This means that numerous topics in the Admin Guide, Reference Manual, and Developer's Guide probably need some fixes. For example, the topic ""JDBC support for Java SE 8 Compact Profiles"" in the Reference Manual should probably add something like the following at the end of the topic:

""Users of Compact Profile 3 on the Java SE 8 platform can use either these DataSource classes or the Datasource classes for the full Java SE platform."" 

As another example, the topic ""Network client security"" in the Admin Guide should probably be changed to something like this:

""Derby provides two ClientDataSource implementations. Use the org.apache.derby.jdbc.ClientDataSource class on all supported Java SE versions except Java SE 8 Compact Profiles 1 and 2. On Java SE 8 Compact Profile 2, use the org.apache.derby.jdbc.BasicClientDataSource40 class.""

Please let me know if these tweaks need further tweaking -- in the meantime I will start work on implementing them. Thanks.",Minor,Camilla Haase,,2014-02-13T18:03:26.000+0000,Fix language about supported DataSources for Compact Profiles,Closed,bug,Bug
2013-09-26T18:24:21.000+0000,DERBY-6123,Fixed,"The optional tools require derbytools.jar to run. This should be mentioned in the reference manual documentation.
",Trivial,Camilla Haase,,2013-03-21T21:51:21.000+0000,Optional tools documentation in the reference guide should mention that optional tools require derbytools.jar be in the CLASSPATH,Closed,bug,Bug
2013-05-20T12:34:29.000+0000,DERBY-6206,Fixed,Similar to DERBY-6177.,Minor,Richard N. Hillegas,,2013-04-25T15:28:23.000+0000,Cleanup suspect coding practices in misc Derby packages,Closed,bug,Bug
2013-07-04T08:26:44.000+0000,DERBY-6196,Fixed,"I got this failure when running suites.All on a patch for DERBY-6169 (although the part of the test that fails does not involve Derby, so I think it's not caused by the patch):

java.lang.ArrayIndexOutOfBoundsException: -3
	at java.util.ArrayList.elementData(ArrayList.java:371)
	at java.util.ArrayList.set(ArrayList.java:399)
	at org.apache.derbyTesting.functionTests.tests.jdbcapi.SURQueryMixTest.createRandomSample(SURQueryMixTest.java:211)
	at org.apache.derbyTesting.functionTests.tests.jdbcapi.SURQueryMixTest.updateRandomSampleOfNRecords(SURQueryMixTest.java:268)
	at org.apache.derbyTesting.functionTests.tests.jdbcapi.SURQueryMixTest.runTest(SURQueryMixTest.java:119)
	at org.apache.derbyTesting.junit.BaseTestCase.runBare(BaseTestCase.java:117)
	at org.apache.derbyTesting.junit.BaseJDBCTestCase.runBareOverridable(BaseJDBCTestCase.java:442)
	at org.apache.derbyTesting.junit.BaseJDBCTestCase.runBare(BaseJDBCTestCase.java:459)
	at junit.extensions.TestDecorator.basicRun(TestDecorator.java:24)
	at junit.extensions.TestSetup$1.protect(TestSetup.java:23)
	at junit.extensions.TestSetup.run(TestSetup.java:27)
	at org.apache.derbyTesting.junit.BaseTestSetup.run(BaseTestSetup.java:57)
	at junit.extensions.TestDecorator.basicRun(TestDecorator.java:24)
	at junit.extensions.TestSetup$1.protect(TestSetup.java:23)
	at junit.extensions.TestSetup.run(TestSetup.java:27)
	at org.apache.derbyTesting.junit.BaseTestSetup.run(BaseTestSetup.java:57)
	at junit.extensions.TestDecorator.basicRun(TestDecorator.java:24)
	at junit.extensions.TestSetup$1.protect(TestSetup.java:23)
	at junit.extensions.TestSetup.run(TestSetup.java:27)",Minor,Knut Anders Hatlen,,2013-04-23T10:34:37.000+0000,ArrayIndexOutOfBoundsException in SURQueryMixTest,Closed,bug,Bug
2013-07-03T08:42:05.000+0000,DERBY-6114,Fixed,"Seen twice in a row in https://builds.apache.org/job/Derby-10.10-suites.All/ :

junit-lowmem:
    [junit] Running org.apache.derbyTesting.functionTests.tests.memory._Suite
    [junit] Exception in thread ""DRDAConnThread_11"" java.lang.OutOfMemoryError: GC overhead limit exceeded
    [junit] 	at java.util.Properties$LineReader.<init>(Properties.java:405)
    [junit] 	at java.util.Properties.load(Properties.java:341)
    [junit] 	at java.util.PropertyResourceBundle.<init>(PropertyResourceBundle.java:130)
    [junit] 	at java.util.ResourceBundle$Control.newBundle(ResourceBundle.java:2610)
    [junit] 	at java.util.ResourceBundle.loadBundle(ResourceBundle.java:1436)
    [junit] 	at java.util.ResourceBundle.findBundle(ResourceBundle.java:1400)
    [junit] 	at java.util.ResourceBundle.findBundle(ResourceBundle.java:1354)
    [junit] 	at java.util.ResourceBundle.getBundleImpl(ResourceBundle.java:1296)
    [junit] 	at java.util.ResourceBundle.getBundle(ResourceBundle.java:796)
    [junit] 	at org.apache.derby.iapi.services.i18n.MessageService.getBundleWithEnDefault(MessageService.java:318)
    [junit] 	at org.apache.derby.iapi.services.i18n.MessageService.getBundleForLocale(MessageService.java:53)
    [junit] 	at org.apache.derby.iapi.services.i18n.MessageService.getBundle(MessageService.java:302)
    [junit] 	at org.apache.derby.iapi.services.i18n.MessageService.getCompleteMessage(MessageService.java:97)
    [junit] 	at org.apache.derby.iapi.error.SQLWarningFactory.newSQLWarning(SQLWarningFactory.java:97)
    [junit] 	at org.apache.derby.iapi.error.SQLWarningFactory.newSQLWarning(SQLWarningFactory.java:50)
    [junit] 	at org.apache.derby.iapi.jdbc.BrokeredConnection.statementHoldabilityCheck(BrokeredConnection.java:736)
    [junit] 	at org.apache.derby.iapi.jdbc.BrokeredConnection.prepareStatement(BrokeredConnection.java:690)
    [junit] 	at org.apache.derby.impl.drda.DRDAStatement.prepare(DRDAStatement.java:669)
    [junit] 	at org.apache.derby.impl.drda.DRDAStatement.explicitPrepare(DRDAStatement.java:630)
    [junit] 	at org.apache.derby.impl.drda.DRDAConnThread.parsePRPSQLSTT(DRDAConnThread.java:3912)
    [junit] 	at org.apache.derby.impl.drda.DRDAConnThread.processCommands(DRDAConnThread.java:811)
    [junit] 	at org.apache.derby.impl.drda.DRDAConnThread.run(DRDAConnThread.java:295)
    [junit] Tests run: 67, Failures: 0, Errors: 1, Time elapsed: 1,571.059 sec
    [junit] Test org.apache.derbyTesting.functionTests.tests.memory._Suite FAILED",Minor,Knut Anders Hatlen,,2013-03-20T09:05:28.000+0000,OOME in XAMemTest.testDerby4137_TransactionTimeoutSpecifiedNotExceeded,Closed,bug,Bug
2013-05-20T12:36:08.000+0000,DERBY-6200,Fixed,Similar to DERBY-6177.,Minor,Richard N. Hillegas,,2013-04-23T19:49:50.000+0000,Cleanup suspect coding practices in the org.apache.derby.iapi.types package,Closed,bug,Bug
2013-05-28T11:40:28.000+0000,DERBY-6148,Fixed,"I have a query that looks like this:

  SELECT tests.id,tests.item,title FROM tests,item_usage
  WHERE username=? AND user_role>?
  AND item_usage.item=tests.item
  ORDER BY tests.item,title

The result ordering is by item code followed by title, but the item codes are listed in the order in which they appear in the ITEMS table where they are the primary key rather than in ascending order as expected. If however I change the ORDER BY clause to sort by item_usage.item rather than tests.item, it works correctly, even though the two values are the same!

The same thing happens in another unrelated query involving item_usage, and the same workaround cures it.

The relevant tables are defined like so:

  CREATE TABLE item_usage (
    username    VARCHAR(15)   NOT NULL,
    item        VARCHAR(15)   NOT NULL,
    value       SMALLINT      DEFAULT 0,
    CONSTRAINT item_usage_pk  PRIMARY KEY (username,item),
    CONSTRAINT item_usage_1   FOREIGN KEY (username)
                              REFERENCES users(username)
                              ON DELETE CASCADE,
    CONSTRAINT item_usage_2   FOREIGN KEY (item)
                              REFERENCES items(item)
                              ON DELETE CASCADE,
    CONSTRAINT item_usage_3   CHECK (value BETWEEN 0 AND 4)
  );

  CREATE TABLE tests (
    id          INTEGER       GENERATED ALWAYS AS IDENTITY,
    item        VARCHAR(15)   NOT NULL,
    title       VARCHAR(255)  NOT NULL,
    disp        SMALLINT      NOT NULL DEFAULT 0,
    starttime   TIMESTAMP     DEFAULT NULL,
    endtime     TIMESTAMP     DEFAULT NULL,
    offsetx     INTEGER       NOT NULL DEFAULT 0,
    offsety     INTEGER       NOT NULL DEFAULT 0,
    rate        INTEGER       NOT NULL DEFAULT 0,
    duration    INTEGER       NOT NULL DEFAULT 0,
    calibrate   INTEGER       NOT NULL DEFAULT 0,
    deadline    TIMESTAMP     DEFAULT NULL,
    stepsize    INTEGER       NOT NULL DEFAULT 0,
    interval    INTEGER       NOT NULL DEFAULT 0,
    stand       CHAR(1)       DEFAULT NULL,
    hidden      CHAR(1)       DEFAULT NULL,
    repeated    CHAR(1)       DEFAULT NULL,
    private     CHAR(1)       DEFAULT NULL,
    sequential  CHAR(1)       DEFAULT NULL,
    final       CHAR(1)       DEFAULT NULL,
    notes       CLOB          DEFAULT NULL,
    testxml     CLOB          NOT NULL,
    author      VARCHAR(15)   NOT NULL,
    time        TIMESTAMP     NOT NULL,
    CONSTRAINT tests_pk       PRIMARY KEY (id),
    CONSTRAINT tests_1        UNIQUE (item, title),
    CONSTRAINT tests_2        FOREIGN KEY (item)
                              REFERENCES items(item)
                              ON DELETE CASCADE,
    CONSTRAINT tests_3        CHECK (disp BETWEEN 0 AND 100),
    CONSTRAINT tests_4        CHECK (rate BETWEEN 0 AND 100),
    CONSTRAINT tests_5        CHECK (stepsize BETWEEN 0 AND 100)
  );

If I run the query manually I get this, as expected:

  ID  ITEM    TITLE
  37  60001   Test 1
  42  60001   Test 2
  51  60001   Test 3
  17  61303   Test 2a
  16  61303   Test 2b
  7   7205731 Test 2a
  8   7205731 Test 2b

Now, this is actually part of a web app that should turn this into a list of options in a <select> item using the following code:

  while (query.next()) {
    println(""<option value='"" + query.getInt(""id"") + ""'>""
            + encode(query.getString(""item"") + "": ""
            + query.getString(""title"")) + ""</option>"");
  }

What I actually get is this:

  <option value=""17"">61303: Test 2a</option>
  <option value=""16"">61303: Test 2b</option>
  <option value=""7"">7205731: Test 2a</option>
  <option value=""8"">7205731: Test 2b</option>
  <option value=""37"">60001: Test 1</option>
  <option value=""42"">60001: Test 2</option>
  <option value=""51"">60001: Test 3</option>

The results are sorted by item then by title, but the item order is the order in which they were originally inserted into the items table (where the item and item description are stored, referenced by item_usage.item) rather than by item code. 

I've tried to reproduce this behaviour in a simple example, but without success. I have logged the query plans for both versions; the log output is as follows, with the INCORRECT query (using ORDER BY tests.item) followed later by the CORRECT query (using ORDER BY item_usage.item):

(moved queryplans to attachment; see attachment queryplans.txt -dagw)

",Major,Dag H. Wanvik,,2013-04-03T10:54:27.000+0000,Wrong sort elimination when using permuted join order,Closed,bug,Bug
2013-10-17T11:05:38.000+0000,DERBY-6124,Fixed,"Internal Oracle testing of RC 2 testing of 10.10 (Tendril Request 5574239 Tendril Task  3614491 ):

********* Diff file derbyall/derbynetclientmats/DerbyNetClient/encodingTests/TestEnc.diff
*** Start: TestEnc jdk1.7.0 DerbyNetClient derbynetclientmats:encodingTests 2013-03-21 14:55:59 ***
derbyTesting.encoding can only be used with jdk15, skipping test
*** End:   TestEnc jdk1.7.0 DerbyNetClient derbynetclientmats:encodingTests 2013-03-21 14:55:59 ***
********* Diff file derbyall/derbynetclientmats/DerbyNetClient/derbynetclientmats/CompatibilityTest.diff
*** Start: CompatibilityTest jdk1.7.0 DerbyNetClient derbynetclientmats:derbynetclientmats 2013-03-21 14:55:59 ***
0 add
> .E.
> There was 1 error:
> 1) testJDBCDriver(org.apache.derbyTesting.functionTests.tests.junitTests.compatibility.JDBCDriverTest)java.sql.SQLException: Error marshalling or unmarshalling a user defined type: org.apache.derbyTesting.functionTests.tests.lang.Price; local class incompatible: stream classdesc serialVersionUID = 102726277789621992, local class serialVersionUID = 1827170030595550895
> Caused by: org.apache.derby.client.am.SqlException: Error marshalling or unmarshalling a user defined type: org.apache.derbyTesting.functionTests.tests.lang.Price; local class incompatible: stream classdesc serialVersionUID = 102726277789621992, local class serialVersionUID = 1827170030595550895
> 	... 22 more
> Caused by: java.io.InvalidClassException: org.apache.derbyTesting.functionTests.tests.lang.Price; local class incompatible: stream classdesc serialVersionUID = 102726277789621992, local class serialVersionUID = 1827170030595550895
> 	... 25 more
> FAILURES!!!
> Tests run: 2,  Failures: 0,  Errors: 1
Test Failed.
*** End:   CompatibilityTest jdk1.7.0 DerbyNetClient derbynetclientmats:derbynetclientmats 2013-03-21
 14:56:04 ***


Looking at the Price class I see it doesn't have an explicit serialVersionUID. 
",Major,Richard N. Hillegas,,2013-03-22T01:47:51.000+0000,Marshalling error in JDBCDriverTest as part of CompatibilityTest,Closed,bug,Bug
2013-06-27T22:30:47.000+0000,DERBY-6221,Fixed,"The following query runs fine:

SELECT username, lastmodified FROM sys.sysusers;

...but the following query raises an exception:

SELECT username, lastmodified FROM sys.sysusers WHERE USERNAME = 'FRED';

...which is

ERROR 4251E: No one can view the 'SYSUSERS'.'PASSWORD' column.",Major,Richard N. Hillegas,,2013-05-09T19:25:27.000+0000,Can't select from SYS.SYSUSERS if you use a WHERE clause in the query,Closed,bug,Bug
2013-05-20T12:35:30.000+0000,DERBY-6202,Fixed,Similar to DERBY-6177.,Minor,Richard N. Hillegas,,2013-04-24T18:58:06.000+0000,Cleanup suspect coding practices in the org.apache.derby.iapi.sql.dictionary package,Closed,bug,Bug
